cliente_id,edad,antiguedad_meses,cargo_mensual,llamadas_soporte,tipo_contrato,churn
175,57.0,60.0,54.01,0.0,Mensual,0
176,44.0,68.0,39.7,1.0,Mensual,0
177,58.0,30.0,,4.0, mensual  ,1
178,27.0,8.0,95.7,2.0,Mensual,1
179,69.0,19.0,82.72,2.0, mensual  ,0
180,,61.0,41.58,1.0,Mensual,0
181,71.0,63.0,77.1,0.0,Mensual,0
182,26.0, 45 meses,72.79,1.0, bianual  ,0
183,46.0,8.0,68.85,3.0,Mensual,1
184,57.0,8.0,84.99,1.0,Mensual,1
185,46.0,34.0,72.71,0.0,Mensual,0
186,43.0, 42 meses,74.8,2.0,Bianual,0
187,27.0, 2 meses,72.74,2.0,  anual   ,1
188,39.0,49.0,66.82,0.0,  anual   ,0
189,31.0,39.0,24.33,2.0,Bianual,0
190,35.0,0.0,,3.0,Mensual,0
191,56.0,6.0,,0.0,Bianual,0
192,53.0,32.0,34.4,,Mensual,0
193,52.0,52.0,93.64,1.0,Anual,0
194,38.0,59.0,94.58,4.0,Mensual,0
195,72.0, 31 meses,87.18,4.0,Mensual,1
196,22.0,21.0,65.1,0.0,Bianual,0
197,37.0,69.0,,1.0,Mensual,0
198,24.0,33.0,60.24,2.0,Bianual,0
199,37.0,22.0,64.06,2.0,Mensual,1
200,72.0,31.0,38.13,3.0,Anual,0
201,38.0,0.0,67.94,5.0,Bianual,0
202,69.0,21.0,61.21,3.0,Mensual,1
203,46.0,37.0,33.95,2.0,Bianual,0
204,57.0,66.0,58.98,4.0,Anual,0
205,44.0,53.0,58.41,2.0,Anual,1
206,33.0,56.0,95.95,2.0,Mensual,0
207,61.0,39.0,77.88,0.0,Mensual,1
208,73.0,7.0,60.23,2.0,  anual   ,1
209,33.0,28.0,,0.0,Mensual,1
210,62.0,71.0,60.88,2.0,Mensual,0
211,32.0,3.0,55.94,2.0,Mensual,1
212,58.0,63.0,38.35,1.0,Bianual,0
213,62.0,49.0,56.98,3.0,Mensual,0
214,43.0,20.0,45.08,2.0,Anual,0
215,60.0,56.0,34.99,1.0,Bianual,0
216,33.0,60.0,70.22,4.0,Mensual,1
217,22.0,3.0,67.83,1.0,Mensual,0
218,23.0,7.0,24.27,1.0,Anual,0
219,43.0,47.0,57.55,3.0, mensual  ,0
220,69.0,71.0,79.91,0.0,  anual   ,0
221,25.0,1.0,81.18,4.0,Anual,1
222,43.0,47.0,80.52,0.0,Anual,0
223,58.0,9.0,60.78,0.0,Mensual,1
224,29.0,46.0,43.1,0.0,Anual,0
225,59.0,44.0,38.33,0.0,Anual,0
226,35.0,6.0,66.89,1.0,Mensual,0
227,,49.0,67.59,0.0,  anual   ,0
228,51.0,64.0,85.75,4.0,Bianual,0
229,49.0,62.0,82.0,3.0,Anual,1
230,28.0,2.0,57.36,1.0,Mensual,1
231,,17.0,35.12,0.0,Mensual,0
232,66.0,17.0,53.62,1.0,Mensual,0
233,,32.0,,0.0, mensual  ,0
234,61.0,10.0,55.96,1.0, mensual  ,0
235,46.0,61.0,48.44,2.0, bianual  ,0
236,59.0,55.0,65.06,0.0, mensual  ,0
237,55.0,58.0,49.92,2.0,Anual,0
238,42.0,14.0,47.44,2.0,Mensual,0
239,,1.0,66.23,1.0,Mensual,0
240,53.0,65.0,51.96,2.0,Mensual,0
241,25.0,20.0,64.88,1.0,Mensual,0
242,51.0,47.0,65.46,3.0,  anual   ,1
243,23.0,65.0,37.21,,Bianual,0
244,55.0,2.0,50.38,0.0,Bianual,0
245,53.0,0.0,88.76,0.0,Mensual,0
246,22.0,0.0,36.76,2.0,Anual,0
247,61.0,11.0,17.67,3.0,Mensual,0
248,41.0,3.0,22.76,3.0,Bianual,0
249,62.0,59.0,60.58,3.0,Mensual,0
250,20.0, 43 meses,60.62,, mensual  ,1
251,28.0,70.0,57.65,2.0,Mensual,0
252,46.0,57.0,84.28,0.0,Mensual,1
253,28.0,69.0,10.0,0.0, mensual  ,0
254,36.0,17.0,67.92,0.0,Bianual,0
255,55.0,20.0,91.23,0.0,Anual,1
256,26.0,61.0,37.44,3.0,Bianual,0
257,56.0,17.0,,1.0,Mensual,1
258,, 4 meses,44.94,1.0,Anual,0
259,27.0, 48 meses,42.11,1.0,Mensual,1
260,51.0,57.0,53.47,2.0,Mensual,
261,63.0,69.0,88.55,1.0,Mensual,1
262,27.0,66.0,96.75,4.0,Mensual,1
263,,8.0,53.28,1.0,Anual,1
264,70.0,55.0,98.1,1.0,Mensual,1
265,74.0,60.0,60.71,6.0, mensual  ,0
266,51.0,50.0,95.07,2.0,Anual,0
267,43.0,59.0,58.13,5.0,Mensual,0
268,37.0,60.0,62.62,1.0,Bianual,0
269,52.0,32.0,67.31,2.0,Mensual,0
270,51.0, 2 meses,123.58,2.0,Anual,1
271,34.0,32.0,77.03,1.0,Anual,1
272,19.0,14.0,45.85,0.0,Anual,0
273,26.0,8.0,79.38,2.0,Anual,1
274,72.0,8.0,52.76,2.0,Bianual,0
275,41.0,50.0,50.2,1.0,Anual,0
276,45.0,36.0,78.17,1.0,Mensual,1
277,,38.0,60.62,0.0,Mensual,0
278,62.0,53.0,65.57,0.0,  anual   ,0
279,21.0, 39 meses,60.28,1.0,Mensual,1
280,22.0,45.0,66.73,1.0,Mensual,1
281,33.0,6.0,68.5,2.0,Mensual,1
282,45.0,61.0,21.26,0.0,Mensual,0
283,56.0,32.0,73.33,2.0,Mensual,1
284,45.0,11.0,40.36,0.0,Anual,0
285,43.0,58.0,31.15,2.0,Anual,0
286,71.0,52.0,58.83,,  anual   ,0
287,27.0,3.0,61.68,4.0,Mensual,0
288,50.0,13.0,,1.0,Mensual,0
289,48.0,1.0,76.62,1.0,Anual,0
290,44.0,19.0,33.16,0.0,Mensual,1
291,64.0,7.0,51.86,2.0,Anual,1
292,33.0,51.0,48.3,2.0,Mensual,1
293,72.0,37.0,59.07,3.0,Bianual,1
294,,70.0,65.58,2.0,Mensual,0
295,49.0,53.0,39.84,0.0,Anual,0
296,47.0,44.0,74.49,,Anual,0
297,,36.0,61.26,1.0,Mensual,0
298,43.0,3.0,22.16,2.0,  anual   ,0
299,34.0,5.0,20.83,1.0,Mensual,1
300,19.0, 44 meses,59.75,2.0,Anual,0
301,38.0, 0 meses,55.58,5.0,Anual,1
302,65.0,3.0,57.93,3.0, mensual  ,1
303,18.0,15.0,59.44,1.0,Mensual,0
304,,63.0,64.51,1.0,  anual   ,0
305,48.0,33.0,78.95,3.0,Mensual,0
306,25.0,51.0,37.78,,Bianual,0
307,35.0,29.0,36.56,1.0,Anual,0
308,,12.0,38.13,0.0,Anual,0
309,35.0,26.0,65.78,3.0,Mensual,0
310,24.0,6.0,84.9,3.0,Anual,0
311,55.0,55.0,51.37,2.0,Bianual,
312,56.0,13.0,10.0,2.0, mensual  ,0
313,24.0,27.0,25.92,0.0,Mensual,0
314,34.0,70.0,43.34,2.0,Mensual,1
315,31.0,42.0,48.85,2.0,Mensual,0
316,,33.0,51.83,2.0,Anual,0
317,59.0,39.0,60.77,4.0,Mensual,0
318,59.0,56.0,53.77,2.0,Anual,0
319,71.0,18.0,80.99,0.0, mensual  ,1
320,61.0,45.0,46.48,1.0,Mensual,0
321,36.0,62.0,42.75,1.0,Mensual,0
322,24.0,41.0,69.58,1.0, bianual  ,0
323,53.0,32.0,29.29,1.0,Anual,0
324,,10.0,67.79,0.0,Mensual,0
325,73.0,17.0,62.05,2.0,Anual,0
326,31.0,68.0,57.05,0.0,Mensual,1
327,31.0,38.0,91.77,0.0,Mensual,1
328,20.0, 21 meses,47.56,1.0,Mensual,0
329,26.0,30.0,101.21,2.0,Bianual,0
330,49.0,41.0,55.49,2.0,Anual,0
331,49.0, 38 meses,34.46,1.0,Anual,0
332,39.0,50.0,61.4,1.0, mensual  ,0
333,35.0,18.0,38.48,2.0,Mensual,1
334,65.0,46.0,44.96,2.0,Anual,0
335,44.0,31.0,67.94,,Mensual,1
336,64.0,67.0,71.11,2.0,Bianual,0
337,72.0,11.0,47.56,2.0,Anual,0
338,36.0,10.0,79.75,2.0, mensual  ,1
339,29.0,33.0,83.15,2.0,Anual,0
340,72.0,36.0,88.73,0.0,Bianual,0
341,54.0,49.0,70.59,,Mensual,0
342,34.0, 29 meses,87.27,2.0,Anual,0
343,53.0,65.0,22.38,0.0,Bianual,0
344,47.0,34.0,53.64,2.0, mensual  ,1
345,69.0,9.0,42.66,2.0,Bianual,0
346,32.0, 8 meses,62.38,2.0,Mensual,0
347,74.0,70.0,48.57,2.0,Anual,0
348,71.0,9.0,56.68,1.0,  anual   ,0
349,28.0,68.0,97.64,1.0,Anual,0
350,27.0,20.0,56.61,1.0,Mensual,0
351,48.0,6.0,68.28,1.0,Anual,0
352,20.0,21.0,55.35,1.0,Mensual,0
353,35.0,44.0,61.51,1.0,Mensual,1
354,42.0,30.0,60.12,2.0,Mensual,0
355,73.0,56.0,68.97,2.0,Anual,0
356,74.0,43.0,83.31,2.0,Mensual,0
357,26.0,28.0,92.95,1.0,Mensual,0
358,68.0,45.0,,1.0,Bianual,0
359,23.0,69.0,71.79,0.0,Mensual,0
360,60.0,29.0,36.98,6.0, mensual  ,0
361,66.0, 11 meses,58.24,0.0,Mensual,0
362,68.0,29.0,78.81,2.0,Mensual,1
363,30.0,60.0,77.32,1.0,Anual,0
364,68.0,15.0,64.23,2.0,Mensual,1
365,24.0,68.0,77.73,0.0,Mensual,0
366,47.0,42.0,69.82,,Bianual,0
367,44.0,43.0,84.01,0.0,Anual,0
368,36.0,22.0,65.79,1.0,Anual,0
369,19.0,66.0,52.89,1.0,Bianual,0
370,62.0,2.0,66.72,,Bianual,1
371,37.0,21.0,10.0,0.0,Mensual,0
372,55.0,30.0,67.66,0.0,Anual,0
373,41.0,34.0,10.0,0.0,  anual   ,0
374,39.0,34.0,,4.0,Mensual,0
375,68.0,10.0,69.04,2.0, mensual  ,0
376,23.0,16.0,69.55,4.0, mensual  ,1
377,59.0,6.0,36.75,2.0,Anual,0
378,60.0,41.0,45.76,2.0,Anual,0
379,39.0, 25 meses,87.41,1.0,Anual,
380,32.0,40.0,50.32,4.0,Mensual,0
381,18.0,42.0,104.86,1.0,Mensual,1
382,71.0,50.0,59.96,,Mensual,1
383,72.0,39.0,68.16,1.0, mensual  ,0
384,31.0,46.0,92.34,1.0,Bianual,0
385,19.0,42.0,62.62,2.0,Bianual,0
386,24.0,46.0,39.95,1.0,Bianual,0
387,21.0,44.0,57.81,1.0,Bianual,0
388,65.0, 22 meses,59.29,1.0,Bianual,0
389,68.0,17.0,32.71,,Mensual,0
390,26.0,56.0,54.88,1.0, mensual  ,0
391,60.0,24.0,45.16,2.0,Mensual,0
392,28.0,39.0,78.49,,Mensual,1
393,38.0,14.0,60.69,1.0,Mensual,0
394,,31.0,54.34,2.0,Mensual,0
395,59.0,38.0,57.88,1.0,Bianual,0
396,67.0,45.0,64.46,2.0,Mensual,0
397,20.0,37.0,72.34,2.0,Bianual,0
398,29.0,25.0,40.01,1.0,Anual,0
399,33.0,69.0,39.17,1.0,Anual,0
400,, 36 meses,82.09,2.0,Anual,0
401,74.0,58.0,51.75,1.0,Mensual,0
402,62.0, 53 meses,31.66,2.0,  anual   ,0
403,36.0,40.0,68.88,0.0,Mensual,0
404,73.0,63.0,69.27,3.0,Bianual,0
405,46.0,9.0,29.39,1.0, mensual  ,1
406,46.0,66.0,64.59,0.0,Mensual,0
407,42.0,61.0,74.71,3.0,Anual,1
408,26.0,36.0,67.49,1.0,Anual,0
409,71.0,52.0,72.64,0.0,Mensual,1
410,18.0,37.0,31.91,2.0,Anual,0
411,27.0,19.0,66.62,,Mensual,1
412,31.0,57.0,53.95,0.0,Anual,0
413,33.0,17.0,50.34,1.0,Mensual,1
414,25.0,22.0,77.41,1.0,Mensual,0
415,19.0,37.0,89.59,3.0,Mensual,1
416,56.0,60.0,95.89,1.0,Mensual,0
417,73.0,27.0,86.3,1.0,Mensual,0
418,24.0,35.0,57.81,0.0, mensual  ,0
419,34.0,2.0,67.05,1.0,Mensual,1
420,46.0,8.0,75.34,1.0,Mensual,0
421,70.0,4.0,62.42,,Mensual,1
422,57.0,5.0,62.62,1.0,Mensual,0
423,61.0, 62 meses,76.48,2.0,Anual,0
424,51.0,60.0,58.81,4.0,Bianual,0
425,41.0,59.0,45.41,0.0,Mensual,1
426,29.0, 4 meses,51.71,3.0,Bianual,1
427,67.0,5.0,72.68,0.0,Mensual,1
428,63.0,20.0,60.06,1.0, mensual  ,0
429,19.0,40.0,66.8,4.0,Anual,0
430,58.0,24.0,73.4,4.0,Anual,1
431,22.0,35.0,52.5,1.0,Anual,0
432,60.0,12.0,75.12,3.0,Mensual,0
433,65.0,52.0,67.58,2.0,Anual,0
434,25.0,22.0,35.3,0.0,Mensual,0
435,42.0, 4 meses,88.85,2.0,Mensual,1
436,25.0,53.0,49.99,2.0,Mensual,0
437,50.0, 65 meses,26.9,1.0, bianual  ,0
438,70.0,1.0,39.1,1.0,Mensual,0
439,22.0,31.0,39.58,1.0,Anual,0
440,40.0,59.0,61.04,0.0,Anual,0
441,73.0,50.0,54.52,4.0,Anual,0
442,35.0,61.0,,1.0,Anual,0
443,25.0,29.0,72.39,2.0,Bianual,0
444,45.0,26.0,66.8,2.0,Mensual,0
445,46.0,51.0,66.32,1.0,Mensual,0
446,55.0,11.0,68.2,1.0,Anual,0
447,35.0,17.0,72.32,0.0,Mensual,0
448,72.0,43.0,17.84,3.0,Mensual,0
449,47.0,48.0,52.71,0.0, mensual  ,0
450,34.0,8.0,16.4,1.0,Mensual,0
451,72.0,36.0,60.72,2.0,Mensual,0
452,70.0,26.0,59.91,0.0, mensual  ,0
453,46.0,36.0,80.91,2.0, bianual  ,1
454,19.0,69.0,83.75,2.0,Mensual,0
455,52.0,5.0,64.06,3.0, bianual  ,1
456,49.0,71.0,49.99,1.0,Bianual,0
457,26.0,32.0,69.7,0.0,Mensual,0
458,54.0,55.0,49.44,0.0,Anual,0
459,65.0,30.0,59.97,1.0,Anual,0
460,24.0,22.0,79.72,1.0,Anual,1
461,59.0,55.0,48.84,2.0,Mensual,0
462,,49.0,,0.0,Mensual,0
463,60.0,10.0,73.55,0.0,Mensual,1
464,41.0,50.0,40.9,1.0,Anual,0
465,,54.0,79.48,2.0,Bianual,1
466,73.0,27.0,73.97,3.0,Anual,1
467,27.0,66.0,62.04,1.0,Anual,0
468,51.0,46.0,44.75,3.0,Bianual,0
469,28.0,24.0,42.82,1.0,Anual,0
470,71.0,0.0,49.25,1.0,Mensual,0
471,60.0,48.0,70.85,1.0,Bianual,0
472,63.0,15.0,40.89,1.0,Mensual,0
473,42.0,54.0,68.75,1.0,Mensual,1
474,,37.0,35.16,2.0,Mensual,1
475,,33.0,55.92,2.0,Bianual,0
476,62.0,11.0,62.19,0.0,Mensual,1
477,66.0, 51 meses,108.9,0.0,Mensual,0
478,19.0,11.0,32.45,0.0,Mensual,0
479,55.0,30.0,,2.0,Mensual,1
480,24.0,60.0,63.0,1.0, mensual  ,1
481,34.0,66.0,68.22,2.0,Anual,1
482,65.0,71.0,62.37,0.0,Bianual,0
483,32.0,68.0,68.89,2.0,Mensual,0
484,63.0,40.0,56.93,0.0,Mensual,0
485,44.0,14.0,89.08,0.0,Mensual,1
486,31.0,60.0,50.87,3.0,Mensual,0
487,37.0,57.0,82.64,2.0,Anual,0
488,48.0,71.0,47.11,1.0,Anual,0
489,61.0, 46 meses,,2.0,Anual,0
490,52.0,10.0,38.56,2.0, mensual  ,0
491,71.0,36.0,69.1,1.0,Anual,0
492,67.0,32.0,88.9,1.0,Mensual,0
493,60.0,60.0,58.45,0.0,Mensual,0
494,52.0,28.0,56.06,1.0,Bianual,0
495,34.0,23.0,37.71,0.0,Anual,0
496,41.0,5.0,55.41,1.0,Bianual,0
497,24.0,60.0,28.14,2.0,Bianual,0
498,39.0,54.0,41.74,4.0,  anual   ,0
499,70.0,2.0,64.54,1.0,Bianual,0
500,42.0,31.0,86.38,4.0,Mensual,1
501,24.0,34.0,116.18,2.0,Mensual,1
502,55.0,33.0,48.27,0.0,Mensual,0
503,72.0,66.0,88.71,2.0, mensual  ,1
504,67.0,10.0,64.88,0.0,Mensual,1
505,33.0,22.0,56.98,2.0,Mensual,0
506,,13.0,68.65,4.0,  anual   ,0
507,48.0,17.0,61.24,2.0,Anual,0
508,32.0,65.0,62.21,1.0,Anual,0
509,33.0,67.0,51.83,2.0, mensual  ,0
510,31.0,3.0,32.04,1.0,Anual,0
511,74.0,45.0,29.13,3.0,Mensual,0
512,60.0,16.0,73.06,1.0,Mensual,0
513,65.0,13.0,,3.0,Mensual,1
514,64.0, 21 meses,48.08,0.0, mensual  ,1
515,72.0,13.0,60.17,0.0,Mensual,1
516,24.0,35.0,75.9,0.0,Anual,0
517,68.0,71.0,,2.0,Anual,0
518,21.0,42.0,46.88,1.0,Anual,0
519,45.0,52.0,84.53,2.0,Mensual,1
520,51.0,35.0,91.58,2.0,Anual,0
521,38.0,1.0,69.89,3.0,Anual,0
522,26.0,6.0,,4.0,Mensual,1
523,28.0,19.0,,2.0,Anual,1
524,65.0,17.0,82.6,3.0,Mensual,1
525,36.0,60.0,72.28,0.0,Mensual,0
526,35.0,60.0,71.97,4.0, mensual  ,1
527,70.0,61.0,70.39,1.0,Mensual,0
528,26.0,45.0,38.05,0.0,Mensual,0
529,70.0, 40 meses,74.01,1.0,Mensual,0
530,70.0,46.0,32.88,0.0,Mensual,0
531,52.0,29.0,44.11,1.0,Bianual,0
532,27.0,48.0,86.07,0.0,Mensual,0
533,26.0,57.0,76.8,0.0,Mensual,1
534,34.0,54.0,89.75,1.0,Mensual,0
535,50.0,44.0,54.57,2.0,Bianual,0
536,26.0,4.0,36.96,5.0,Anual,0
537,43.0,52.0,55.19,1.0,Bianual,0
538,24.0,26.0,62.04,3.0, mensual  ,1
539,48.0,53.0,61.58,0.0,Mensual,1
540,19.0, 38 meses,,,Anual,0
541,58.0,63.0,52.77,1.0,Mensual,0
542,21.0,24.0,67.04,1.0,  anual   ,0
543,29.0,67.0,40.23,1.0, bianual  ,0
544,27.0,60.0,69.01,1.0,Mensual,0
545,65.0,23.0,60.06,2.0, bianual  ,0
546,,34.0,45.0,2.0,Anual,0
547,42.0,38.0,55.28,0.0,Mensual,0
548,51.0,55.0,56.32,1.0, mensual  ,0
549,47.0,49.0,54.6,0.0,Mensual,0
550,56.0,61.0,95.43,3.0,Anual,0
551,63.0,26.0,58.03,2.0,Mensual,1
552,40.0,36.0,55.12,0.0,Mensual,0
553,65.0,31.0,18.05,2.0,  anual   ,0
554,36.0,65.0,42.12,3.0,Mensual,0
555,74.0,21.0,54.74,3.0, mensual  ,0
556,46.0,42.0,46.28,,Anual,0
557,59.0,8.0,87.63,1.0,Mensual,0
558,67.0,61.0,56.7,0.0,Mensual,0
559,63.0,27.0,85.77,0.0, mensual  ,1
560,66.0,24.0,61.23,1.0,Mensual,0
561,48.0,41.0,60.74,0.0,Mensual,0
562,20.0,35.0,58.22,1.0,Anual,0
563,46.0,61.0,60.08,3.0, bianual  ,0
564,28.0,38.0,94.38,2.0,Mensual,1
565,68.0,37.0,13.61,3.0,Bianual,0
